date,city,state,aqi,pm25,pm10,no2,so2,co,category,year,month
2022-09-16,Delhi,Delhi,158.2,81.5,147.6,16.0,10.2,4.44,Moderate,2022,2022-09
2022-09-17,Delhi,Delhi,172.6,87.8,101.6,23.1,11.7,5.85,Moderate,2022,2022-09
2022-09-18,Delhi,Delhi,198.1,119.4,127.5,25.3,7.5,11.83,Moderate,2022,2022-09
2022-09-19,Delhi,Delhi,187.4,112.9,143.5,33.9,10.5,8.42,Moderate,2022,2022-09
2022-09-20,Delhi,Delhi,178.1,73.1,156.8,31.0,11.7,3.82,Moderate,2022,2022-09
2022-09-21,Delhi,Delhi,167.0,75.6,109.4,20.6,5.7,9.6,Moderate,2022,2022-09
2022-09-22,Delhi,Delhi,133.1,63.2,97.0,20.2,7.4,7.56,Moderate,2022,2022-09
2022-09-23,Delhi,Delhi,185.1,92.4,175.3,33.7,7.5,10.59,Moderate,2022,2022-09
2022-09-24,Delhi,Delhi,175.6,82.8,158.3,32.3,12.3,9.06,Moderate,2022,2022-09
2022-09-25,Delhi,Delhi,171.6,77.8,99.9,22.0,6.6,8.2,Moderate,2022,2022-09
2022-09-26,Delhi,Delhi,174.4,93.1,153.3,16.7,12.8,9.93,Moderate,2022,2022-09
2022-09-27,Delhi,Delhi,173.6,86.3,137.6,29.8,6.7,6.96,Moderate,2022,2022-09
2022-09-28,Delhi,Delhi,150.1,70.3,86.7,12.5,5.5,8.79,Moderate,2022,2022-09
2022-09-29,Delhi,Delhi,167.0,85.5,156.4,22.0,7.6,6.72,Moderate,2022,2022-09
2022-09-30,Delhi,Delhi,152.9,81.6,97.3,23.6,9.6,3.99,Moderate,2022,2022-09
2022-10-01,Delhi,Delhi,198.0,78.2,170.7,26.8,6.5,11.84,Moderate,2022,2022-10
2022-10-02,Delhi,Delhi,204.5,126.0,132.0,19.9,7.4,6.57,Poor,2022,2022-10
2022-10-03,Delhi,Delhi,193.7,78.3,160.2,16.9,10.7,11.6,Moderate,2022,2022-10
2022-10-04,Delhi,Delhi,210.9,95.6,168.6,30.2,10.8,5.32,Poor,2022,2022-10
2022-10-05,Delhi,Delhi,227.6,134.9,166.1,23.5,11.0,8.32,Poor,2022,2022-10
2022-10-06,Delhi,Delhi,213.2,120.4,118.2,27.7,11.5,4.43,Poor,2022,2022-10
2022-10-07,Delhi,Delhi,218.0,96.4,186.2,21.0,12.4,6.24,Poor,2022,2022-10
2022-10-08,Delhi,Delhi,200.8,81.6,154.5,27.0,14.5,4.8,Poor,2022,2022-10
2022-10-09,Delhi,Delhi,214.0,106.4,130.5,25.5,14.3,8.35,Poor,2022,2022-10
2022-10-10,Delhi,Delhi,170.7,83.7,147.5,31.9,13.3,8.79,Moderate,2022,2022-10
2022-10-11,Delhi,Delhi,165.3,75.3,136.4,21.9,7.1,8.87,Moderate,2022,2022-10
2022-10-12,Delhi,Delhi,249.0,134.0,226.1,38.9,15.1,5.64,Poor,2022,2022-10
2022-10-13,Delhi,Delhi,187.7,94.7,114.5,31.6,10.4,8.86,Moderate,2022,2022-10
2022-10-14,Delhi,Delhi,193.0,76.6,107.1,37.6,12.9,6.59,Moderate,2022,2022-10
2022-10-15,Delhi,Delhi,205.2,92.6,141.6,35.5,12.9,5.62,Poor,2022,2022-10
2022-10-16,Delhi,Delhi,227.4,100.9,127.0,20.4,17.8,7.24,Poor,2022,2022-10
2022-10-17,Delhi,Delhi,217.0,122.5,173.6,27.3,8.7,5.39,Poor,2022,2022-10
2022-10-18,Delhi,Delhi,230.6,123.2,175.7,19.6,18.1,11.98,Poor,2022,2022-10
2022-10-19,Delhi,Delhi,213.4,96.1,201.0,32.5,12.6,10.65,Poor,2022,2022-10
2022-10-20,Delhi,Delhi,213.0,87.5,146.0,40.8,8.8,7.43,Poor,2022,2022-10
2022-10-21,Delhi,Delhi,224.9,108.8,163.2,34.5,17.3,6.66,Poor,2022,2022-10
2022-10-22,Delhi,Delhi,196.1,116.3,158.5,22.4,13.9,10.68,Moderate,2022,2022-10
2022-10-23,Delhi,Delhi,194.9,113.6,178.8,21.5,13.2,7.49,Moderate,2022,2022-10
2022-10-24,Delhi,Delhi,211.9,120.0,172.2,21.5,12.1,12.59,Poor,2022,2022-10
2022-10-25,Delhi,Delhi,217.3,131.5,123.3,21.7,8.0,10.66,Poor,2022,2022-10
2022-10-26,Delhi,Delhi,189.3,94.9,167.7,31.8,10.8,8.25,Moderate,2022,2022-10
2022-10-27,Delhi,Delhi,214.0,107.4,143.2,31.6,13.8,11.76,Poor,2022,2022-10
2022-10-28,Delhi,Delhi,229.6,96.1,168.7,18.6,9.7,11.26,Poor,2022,2022-10
2022-10-29,Delhi,Delhi,215.9,133.4,127.3,27.7,15.1,6.08,Poor,2022,2022-10
2022-10-30,Delhi,Delhi,238.0,125.6,148.8,29.2,16.5,10.04,Poor,2022,2022-10
2022-10-31,Delhi,Delhi,209.7,80.0,179.2,17.7,14.1,5.89,Poor,2022,2022-10
2022-11-01,Delhi,Delhi,231.1,106.0,140.9,27.0,17.1,13.83,Poor,2022,2022-11
2022-11-02,Delhi,Delhi,243.1,113.9,177.4,40.5,18.1,10.63,Poor,2022,2022-11
2022-11-03,Delhi,Delhi,202.3,110.7,111.5,31.2,9.7,10.47,Poor,2022,2022-11
2022-11-04,Delhi,Delhi,194.7,78.3,152.9,26.8,12.1,4.4,Moderate,2022,2022-11
2022-11-05,Delhi,Delhi,268.0,137.9,212.1,43.2,18.8,8.25,Poor,2022,2022-11
2022-11-06,Delhi,Delhi,278.3,160.9,208.5,24.8,9.2,9.29,Poor,2022,2022-11
2022-11-07,Delhi,Delhi,249.2,141.9,188.6,33.1,9.3,8.26,Poor,2022,2022-11
2022-11-08,Delhi,Delhi,255.0,123.4,149.3,27.1,15.3,12.6,Poor,2022,2022-11
2022-11-09,Delhi,Delhi,211.0,112.4,182.4,19.9,10.7,11.31,Poor,2022,2022-11
2022-11-10,Delhi,Delhi,274.9,129.8,214.1,41.4,10.8,9.48,Poor,2022,2022-11
2022-11-11,Delhi,Delhi,236.9,107.0,219.4,26.3,12.2,13.01,Poor,2022,2022-11
2022-11-12,Delhi,Delhi,194.5,113.2,121.4,34.3,10.3,7.65,Moderate,2022,2022-11
2022-11-13,Delhi,Delhi,233.1,113.0,196.2,40.1,8.8,10.35,Poor,2022,2022-11
2022-11-14,Delhi,Delhi,273.0,112.6,232.2,43.4,21.3,6.21,Poor,2022,2022-11
2022-11-15,Delhi,Delhi,231.5,102.5,150.2,43.7,9.8,7.15,Poor,2022,2022-11
2022-11-16,Delhi,Delhi,229.2,128.8,167.3,39.7,7.6,9.05,Poor,2022,2022-11
2022-11-17,Delhi,Delhi,179.9,83.3,163.7,14.9,11.4,10.53,Moderate,2022,2022-11
2022-11-18,Delhi,Delhi,253.3,130.3,234.2,21.9,12.9,7.7,Poor,2022,2022-11
2022-11-19,Delhi,Delhi,251.3,107.4,195.0,34.1,19.8,11.14,Poor,2022,2022-11
2022-11-20,Delhi,Delhi,205.8,95.5,122.6,20.2,8.5,6.18,Poor,2022,2022-11
2022-11-21,Delhi,Delhi,238.1,120.4,141.9,43.6,15.7,5.41,Poor,2022,2022-11
2022-11-22,Delhi,Delhi,259.1,142.5,198.9,23.3,13.7,10.21,Poor,2022,2022-11
2022-11-23,Delhi,Delhi,243.3,119.5,173.9,38.5,13.9,5.47,Poor,2022,2022-11
2022-11-24,Delhi,Delhi,253.7,127.6,221.3,34.3,8.3,13.05,Poor,2022,2022-11
2022-11-25,Delhi,Delhi,219.3,92.0,149.6,37.5,12.3,6.18,Poor,2022,2022-11
2022-11-26,Delhi,Delhi,215.8,127.5,194.7,39.8,9.1,8.21,Poor,2022,2022-11
2022-11-27,Delhi,Delhi,253.2,128.9,189.7,23.5,15.9,13.39,Poor,2022,2022-11
2022-11-28,Delhi,Delhi,231.8,109.3,199.4,45.4,9.3,9.49,Poor,2022,2022-11
2022-11-29,Delhi,Delhi,254.0,131.7,204.1,44.6,12.6,14.38,Poor,2022,2022-11
2022-11-30,Delhi,Delhi,218.7,111.1,134.1,35.8,15.2,7.15,Poor,2022,2022-11
2022-12-01,Delhi,Delhi,207.9,88.2,188.7,32.9,7.8,7.82,Poor,2022,2022-12
2022-12-02,Delhi,Delhi,206.3,108.9,120.4,38.4,14.5,8.3,Poor,2022,2022-12
2022-12-03,Delhi,Delhi,213.5,131.6,174.5,33.3,8.2,11.8,Poor,2022,2022-12
2022-12-04,Delhi,Delhi,225.3,108.7,138.5,18.4,13.1,9.26,Poor,2022,2022-12
2022-12-05,Delhi,Delhi,228.1,91.0,192.2,23.4,16.6,12.04,Poor,2022,2022-12
2022-12-06,Delhi,Delhi,222.5,113.4,185.6,26.2,11.9,11.76,Poor,2022,2022-12
2022-12-07,Delhi,Delhi,168.1,83.8,148.2,20.2,6.5,8.15,Moderate,2022,2022-12
2022-12-08,Delhi,Delhi,201.7,116.7,119.1,21.9,7.5,6.84,Poor,2022,2022-12
2022-12-09,Delhi,Delhi,251.1,134.7,200.5,30.7,18.1,9.75,Poor,2022,2022-12
2022-12-10,Delhi,Delhi,208.1,128.0,167.2,19.8,13.3,6.87,Poor,2022,2022-12
2022-12-11,Delhi,Delhi,204.9,86.5,182.8,22.0,14.7,6.39,Poor,2022,2022-12
2022-12-12,Delhi,Delhi,219.7,117.4,181.8,31.1,9.9,6.26,Poor,2022,2022-12
2022-12-13,Delhi,Delhi,226.6,133.5,194.1,39.6,14.3,6.89,Poor,2022,2022-12
2022-12-14,Delhi,Delhi,219.2,131.0,179.3,32.3,7.8,8.3,Poor,2022,2022-12
2022-12-15,Delhi,Delhi,239.7,122.6,168.3,47.3,8.5,8.85,Poor,2022,2022-12
2022-12-16,Delhi,Delhi,212.5,82.9,179.8,40.4,9.3,11.55,Poor,2022,2022-12
2022-12-17,Delhi,Delhi,226.5,127.1,197.5,18.6,17.7,11.12,Poor,2022,2022-12
2022-12-18,Delhi,Delhi,209.4,94.9,184.6,23.8,15.4,5.13,Poor,2022,2022-12
2022-12-19,Delhi,Delhi,223.3,90.0,144.4,18.2,11.9,7.16,Poor,2022,2022-12
2022-12-20,Delhi,Delhi,255.9,134.0,171.2,29.7,17.2,5.61,Poor,2022,2022-12
2022-12-21,Delhi,Delhi,236.2,140.3,147.4,21.1,9.9,12.23,Poor,2022,2022-12
2022-12-22,Delhi,Delhi,253.1,98.3,198.2,50.5,18.4,10.34,Poor,2022,2022-12
2022-12-23,Delhi,Delhi,194.5,78.3,177.8,31.2,13.9,10.73,Moderate,2022,2022-12
2022-12-24,Delhi,Delhi,220.4,114.0,166.8,29.0,10.1,8.24,Poor,2022,2022-12
2022-12-25,Delhi,Delhi,226.4,134.5,164.7,34.6,13.9,9.89,Poor,2022,2022-12
2022-12-26,Delhi,Delhi,245.6,134.7,158.4,34.7,8.6,8.69,Poor,2022,2022-12
2022-12-27,Delhi,Delhi,263.3,160.1,208.0,44.6,14.6,11.94,Poor,2022,2022-12
2022-12-28,Delhi,Delhi,211.1,83.8,137.6,26.1,11.3,4.61,Poor,2022,2022-12
2022-12-29,Delhi,Delhi,205.5,126.0,140.3,28.3,8.2,9.13,Poor,2022,2022-12
2022-12-30,Delhi,Delhi,199.7,89.3,126.3,28.3,6.0,4.05,Moderate,2022,2022-12
2022-12-31,Delhi,Delhi,208.2,119.2,162.1,29.5,9.3,11.92,Poor,2022,2022-12
2023-01-01,Delhi,Delhi,156.4,74.3,91.5,24.1,5.6,5.29,Moderate,2023,2023-01
2023-01-02,Delhi,Delhi,197.0,98.2,163.7,39.2,7.2,6.1,Moderate,2023,2023-01
2023-01-03,Delhi,Delhi,173.6,82.4,124.7,22.4,13.1,8.43,Moderate,2023,2023-01
2023-01-04,Delhi,Delhi,138.0,79.7,128.6,24.6,4.2,6.27,Moderate,2023,2023-01
2023-01-05,Delhi,Delhi,192.9,75.7,126.0,16.8,11.6,9.16,Moderate,2023,2023-01
2023-01-06,Delhi,Delhi,167.1,81.8,116.6,15.8,8.5,8.36,Moderate,2023,2023-01
2023-01-07,Delhi,Delhi,153.3,60.9,89.2,18.8,11.8,7.16,Moderate,2023,2023-01
2023-01-08,Delhi,Delhi,148.8,77.8,82.5,23.3,11.3,6.62,Moderate,2023,2023-01
2023-01-09,Delhi,Delhi,204.4,120.5,171.6,19.3,15.4,4.63,Poor,2023,2023-01
2023-01-10,Delhi,Delhi,147.7,56.5,106.1,17.0,8.0,6.36,Moderate,2023,2023-01
2023-01-11,Delhi,Delhi,175.4,68.5,105.1,25.8,8.3,8.63,Moderate,2023,2023-01
2023-01-12,Delhi,Delhi,194.5,106.3,140.5,31.3,8.5,6.27,Moderate,2023,2023-01
2023-01-13,Delhi,Delhi,182.5,103.9,133.0,32.1,13.0,9.91,Moderate,2023,2023-01
2023-01-14,Delhi,Delhi,170.0,77.6,133.1,21.2,10.2,8.2,Moderate,2023,2023-01
2023-01-15,Delhi,Delhi,191.0,104.1,133.7,19.1,9.8,4.91,Moderate,2023,2023-01
2023-01-16,Delhi,Delhi,166.2,69.3,93.1,26.2,10.3,5.59,Moderate,2023,2023-01
2023-01-17,Delhi,Delhi,190.3,75.6,135.8,22.3,12.2,8.42,Moderate,2023,2023-01
2023-01-18,Delhi,Delhi,145.6,89.8,106.5,23.7,5.4,5.74,Moderate,2023,2023-01
2023-01-19,Delhi,Delhi,159.8,61.8,120.2,31.3,7.9,3.45,Moderate,2023,2023-01
2023-01-20,Delhi,Delhi,171.0,71.6,95.7,29.2,9.1,5.4,Moderate,2023,2023-01
2023-01-21,Delhi,Delhi,164.7,98.2,98.3,32.1,7.5,9.15,Moderate,2023,2023-01
2023-01-22,Delhi,Delhi,199.0,122.6,132.4,38.9,9.8,7.05,Moderate,2023,2023-01
2023-01-23,Delhi,Delhi,181.2,83.6,138.9,17.8,10.4,7.55,Moderate,2023,2023-01
2023-01-24,Delhi,Delhi,187.1,90.9,125.5,20.8,7.4,4.17,Moderate,2023,2023-01
2023-01-25,Delhi,Delhi,184.1,85.1,121.1,36.1,10.7,6.24,Moderate,2023,2023-01
2023-01-26,Delhi,Delhi,149.1,72.6,119.4,20.7,7.5,8.91,Moderate,2023,2023-01
2023-01-27,Delhi,Delhi,178.2,105.4,142.5,26.4,10.9,5.0,Moderate,2023,2023-01
2023-01-28,Delhi,Delhi,162.6,80.3,124.7,17.4,12.7,9.17,Moderate,2023,2023-01
2023-01-29,Delhi,Delhi,170.6,94.4,130.2,31.4,6.2,8.8,Moderate,2023,2023-01
2023-01-30,Delhi,Delhi,178.9,79.8,161.1,34.6,6.7,6.89,Moderate,2023,2023-01
2023-01-31,Delhi,Delhi,165.3,101.7,122.9,30.3,9.8,5.79,Moderate,2023,2023-01
2023-02-01,Delhi,Delhi,147.3,82.9,103.8,20.8,8.0,6.35,Moderate,2023,2023-02
2023-02-02,Delhi,Delhi,152.9,89.9,144.1,19.7,10.9,7.73,Moderate,2023,2023-02
2023-02-03,Delhi,Delhi,179.7,77.0,106.7,32.8,9.3,9.68,Moderate,2023,2023-02
2023-02-04,Delhi,Delhi,169.4,100.7,97.4,31.5,8.9,6.85,Moderate,2023,2023-02
2023-02-05,Delhi,Delhi,182.0,70.0,134.8,29.6,12.0,8.68,Moderate,2023,2023-02
2023-02-06,Delhi,Delhi,171.7,70.8,115.0,21.1,12.1,5.35,Moderate,2023,2023-02
2023-02-07,Delhi,Delhi,188.5,85.0,104.8,31.8,13.5,9.36,Moderate,2023,2023-02
2023-02-08,Delhi,Delhi,178.8,74.1,152.2,30.8,11.2,9.05,Moderate,2023,2023-02
2023-02-09,Delhi,Delhi,175.2,70.3,130.5,15.6,8.8,6.36,Moderate,2023,2023-02
2023-02-10,Delhi,Delhi,191.1,75.7,131.8,17.8,13.5,11.07,Moderate,2023,2023-02
2023-02-11,Delhi,Delhi,125.3,49.9,94.0,22.0,8.2,2.76,Moderate,2023,2023-02
2023-02-12,Delhi,Delhi,172.1,68.4,122.4,19.9,7.2,5.38,Moderate,2023,2023-02
2023-02-13,Delhi,Delhi,185.8,84.9,137.6,19.9,11.5,10.99,Moderate,2023,2023-02
2023-02-14,Delhi,Delhi,163.0,85.6,113.0,25.7,5.9,9.06,Moderate,2023,2023-02
2023-02-15,Delhi,Delhi,100.3,52.2,80.2,8.9,6.4,2.98,Moderate,2023,2023-02
2023-02-16,Delhi,Delhi,171.4,94.5,150.7,30.2,9.9,6.99,Moderate,2023,2023-02
2023-02-17,Delhi,Delhi,176.0,78.4,131.8,20.1,6.5,7.95,Moderate,2023,2023-02
2023-02-18,Delhi,Delhi,156.0,61.3,132.5,18.4,4.7,6.31,Moderate,2023,2023-02
2023-02-19,Delhi,Delhi,160.0,93.0,88.3,17.5,10.7,5.22,Moderate,2023,2023-02
2023-02-20,Delhi,Delhi,170.7,69.1,118.5,19.2,12.3,5.55,Moderate,2023,2023-02
2023-02-21,Delhi,Delhi,173.1,83.8,158.2,21.7,13.5,4.08,Moderate,2023,2023-02
2023-02-22,Delhi,Delhi,171.6,93.5,128.3,21.7,10.6,8.26,Moderate,2023,2023-02
2023-02-23,Delhi,Delhi,188.7,115.5,161.2,36.6,12.3,6.02,Moderate,2023,2023-02
2023-02-24,Delhi,Delhi,194.7,78.9,168.0,30.6,6.3,6.7,Moderate,2023,2023-02
2023-02-25,Delhi,Delhi,167.3,80.9,122.6,17.6,8.1,5.82,Moderate,2023,2023-02
2023-02-26,Delhi,Delhi,180.6,70.9,154.8,23.5,12.8,9.75,Moderate,2023,2023-02
2023-02-27,Delhi,Delhi,181.1,89.3,163.3,19.2,11.6,8.02,Moderate,2023,2023-02
2023-02-28,Delhi,Delhi,142.0,64.0,85.8,22.5,9.5,4.63,Moderate,2023,2023-02
2023-03-01,Delhi,Delhi,133.6,73.6,84.1,25.0,5.9,4.64,Moderate,2023,2023-03
2023-03-02,Delhi,Delhi,196.4,77.4,116.8,27.9,8.5,10.49,Moderate,2023,2023-03
2023-03-03,Delhi,Delhi,154.9,77.2,110.2,22.3,9.3,3.16,Moderate,2023,2023-03
2023-03-04,Delhi,Delhi,137.9,67.7,129.0,19.6,8.8,4.48,Moderate,2023,2023-03
2023-03-05,Delhi,Delhi,175.8,88.8,165.3,16.7,5.4,8.93,Moderate,2023,2023-03
2023-03-06,Delhi,Delhi,175.9,100.9,105.2,19.7,5.4,5.58,Moderate,2023,2023-03
2023-03-07,Delhi,Delhi,162.2,75.2,113.3,13.0,7.3,7.44,Moderate,2023,2023-03
2023-03-08,Delhi,Delhi,194.3,119.3,172.7,16.1,14.6,9.97,Moderate,2023,2023-03
2023-03-09,Delhi,Delhi,154.9,73.7,104.0,13.6,6.4,4.63,Moderate,2023,2023-03
2023-03-10,Delhi,Delhi,193.0,95.7,163.8,26.4,6.3,11.25,Moderate,2023,2023-03
2023-03-11,Delhi,Delhi,160.4,98.0,93.0,19.9,6.6,4.46,Moderate,2023,2023-03
2023-03-12,Delhi,Delhi,165.0,68.3,131.8,28.7,9.7,4.27,Moderate,2023,2023-03
2023-03-13,Delhi,Delhi,170.9,80.9,140.1,19.0,8.1,9.69,Moderate,2023,2023-03
2023-03-14,Delhi,Delhi,185.2,83.3,136.7,34.6,12.1,4.16,Moderate,2023,2023-03
2023-03-15,Delhi,Delhi,141.3,58.3,131.9,20.3,5.9,5.66,Moderate,2023,2023-03
2023-03-16,Delhi,Delhi,206.2,112.0,119.7,23.3,14.5,7.92,Poor,2023,2023-03
2023-03-17,Delhi,Delhi,110.7,43.3,68.3,14.8,4.5,2.44,Moderate,2023,2023-03
2023-03-18,Delhi,Delhi,193.9,112.9,182.7,34.0,14.1,5.75,Moderate,2023,2023-03
2023-03-19,Delhi,Delhi,124.4,60.3,97.9,11.0,7.6,7.37,Moderate,2023,2023-03
2023-03-20,Delhi,Delhi,170.1,72.4,147.5,32.1,13.1,9.93,Moderate,2023,2023-03
2023-03-21,Delhi,Delhi,169.3,95.1,104.0,23.2,11.2,5.06,Moderate,2023,2023-03
2023-03-22,Delhi,Delhi,160.2,85.5,130.9,15.9,9.3,8.15,Moderate,2023,2023-03
2023-03-23,Delhi,Delhi,152.9,58.4,105.9,29.2,6.3,6.94,Moderate,2023,2023-03
2023-03-24,Delhi,Delhi,159.8,69.2,108.4,29.0,10.6,3.81,Moderate,2023,2023-03
2023-03-25,Delhi,Delhi,150.1,74.4,122.3,14.1,6.7,5.39,Moderate,2023,2023-03
2023-03-26,Delhi,Delhi,158.3,95.1,150.0,13.5,10.8,5.52,Moderate,2023,2023-03
2023-03-27,Delhi,Delhi,191.3,114.9,178.0,28.6,9.2,9.85,Moderate,2023,2023-03
2023-03-28,Delhi,Delhi,146.4,64.5,113.6,18.0,9.2,4.34,Moderate,2023,2023-03
2023-03-29,Delhi,Delhi,160.1,69.3,90.5,13.5,6.2,8.75,Moderate,2023,2023-03
2023-03-30,Delhi,Delhi,138.6,62.1,128.9,20.8,7.2,5.99,Moderate,2023,2023-03
2023-03-31,Delhi,Delhi,195.7,87.6,135.2,36.6,15.1,10.9,Moderate,2023,2023-03
2023-04-01,Delhi,Delhi,154.8,74.4,133.5,21.2,8.5,4.36,Moderate,2023,2023-04
2023-04-02,Delhi,Delhi,124.7,57.3,111.2,13.1,4.2,2.84,Moderate,2023,2023-04
2023-04-03,Delhi,Delhi,160.5,97.3,120.9,20.7,11.3,8.58,Moderate,2023,2023-04
2023-04-04,Delhi,Delhi,179.9,101.7,146.1,17.7,13.3,7.48,Moderate,2023,2023-04
2023-04-05,Delhi,Delhi,128.7,57.6,92.7,10.9,4.7,6.51,Moderate,2023,2023-04
2023-04-06,Delhi,Delhi,137.5,84.3,88.0,16.0,6.2,4.02,Moderate,2023,2023-04
2023-04-07,Delhi,Delhi,153.2,58.3,129.0,30.0,6.3,7.13,Moderate,2023,2023-04
2023-04-08,Delhi,Delhi,167.2,80.5,112.2,19.9,11.0,8.81,Moderate,2023,2023-04
2023-04-09,Delhi,Delhi,162.7,68.9,113.6,30.6,11.4,9.66,Moderate,2023,2023-04
2023-04-10,Delhi,Delhi,139.2,72.6,113.3,12.4,8.0,6.73,Moderate,2023,2023-04
2023-04-11,Delhi,Delhi,184.0,77.3,158.7,27.6,14.3,3.99,Moderate,2023,2023-04
2023-04-12,Delhi,Delhi,166.9,75.3,139.5,28.5,5.9,6.77,Moderate,2023,2023-04
2023-04-13,Delhi,Delhi,119.0,59.8,83.1,22.9,8.5,5.7,Moderate,2023,2023-04
2023-04-14,Delhi,Delhi,145.3,87.3,120.3,24.3,10.6,4.5,Moderate,2023,2023-04
2023-04-15,Delhi,Delhi,192.3,110.3,120.8,23.3,9.0,11.37,Moderate,2023,2023-04
2023-04-16,Delhi,Delhi,162.1,89.9,125.6,31.4,8.9,5.71,Moderate,2023,2023-04
2023-04-17,Delhi,Delhi,169.7,71.1,146.7,28.5,8.4,3.56,Moderate,2023,2023-04
2023-04-18,Delhi,Delhi,118.7,65.2,104.1,17.3,9.3,2.62,Moderate,2023,2023-04
2023-04-19,Delhi,Delhi,144.4,72.4,121.0,26.5,5.6,7.51,Moderate,2023,2023-04
2023-04-20,Delhi,Delhi,104.6,43.0,93.7,10.3,4.8,3.3,Moderate,2023,2023-04
2023-04-21,Delhi,Delhi,176.7,104.1,144.7,31.0,7.5,7.95,Moderate,2023,2023-04
2023-04-22,Delhi,Delhi,179.3,107.1,99.5,28.8,5.8,7.52,Moderate,2023,2023-04
2023-04-23,Delhi,Delhi,158.1,71.0,106.4,19.4,9.7,5.28,Moderate,2023,2023-04
2023-04-24,Delhi,Delhi,138.4,54.9,119.5,15.8,7.1,6.56,Moderate,2023,2023-04
2023-04-25,Delhi,Delhi,186.4,85.7,106.7,23.3,14.4,8.51,Moderate,2023,2023-04
2023-04-26,Delhi,Delhi,177.1,75.8,127.1,30.1,6.2,5.51,Moderate,2023,2023-04
2023-04-27,Delhi,Delhi,184.5,82.3,133.3,36.5,6.2,7.52,Moderate,2023,2023-04
2023-04-28,Delhi,Delhi,147.2,82.0,122.4,19.2,7.0,5.29,Moderate,2023,2023-04
2023-04-29,Delhi,Delhi,131.8,58.4,83.3,18.2,5.7,4.15,Moderate,2023,2023-04
2023-04-30,Delhi,Delhi,156.9,82.4,91.1,14.0,12.2,5.0,Moderate,2023,2023-04
2023-05-01,Delhi,Delhi,157.5,63.3,124.3,24.4,9.8,4.83,Moderate,2023,2023-05
2023-05-02,Delhi,Delhi,173.9,95.6,138.1,20.4,7.6,7.64,Moderate,2023,2023-05
2023-05-03,Delhi,Delhi,130.4,76.7,121.1,12.1,4.9,7.54,Moderate,2023,2023-05
2023-05-04,Delhi,Delhi,168.1,72.1,132.0,27.6,10.8,6.11,Moderate,2023,2023-05
2023-05-05,Delhi,Delhi,163.5,62.7,128.0,18.0,8.6,9.53,Moderate,2023,2023-05
2023-05-06,Delhi,Delhi,180.9,76.9,148.1,35.7,6.3,3.68,Moderate,2023,2023-05
2023-05-07,Delhi,Delhi,148.5,71.9,87.2,25.2,11.2,5.55,Moderate,2023,2023-05
2023-05-08,Delhi,Delhi,146.2,80.9,80.9,22.0,8.9,6.65,Moderate,2023,2023-05
2023-05-09,Delhi,Delhi,120.2,52.7,100.4,10.9,4.8,6.62,Moderate,2023,2023-05
2023-05-10,Delhi,Delhi,138.5,61.6,89.9,12.1,7.3,6.83,Moderate,2023,2023-05
2023-05-11,Delhi,Delhi,140.5,73.9,115.1,12.6,10.9,7.52,Moderate,2023,2023-05
2023-05-12,Delhi,Delhi,166.9,100.8,128.2,17.4,10.2,8.3,Moderate,2023,2023-05
2023-05-13,Delhi,Delhi,166.3,92.7,126.2,14.7,8.1,9.45,Moderate,2023,2023-05
2023-05-14,Delhi,Delhi,179.7,79.9,125.3,33.7,11.4,9.25,Moderate,2023,2023-05
2023-05-15,Delhi,Delhi,208.3,101.9,167.1,22.9,13.6,7.73,Poor,2023,2023-05
2023-05-16,Delhi,Delhi,200.1,121.0,115.2,35.8,8.9,7.55,Poor,2023,2023-05
2023-05-17,Delhi,Delhi,138.8,53.5,93.1,19.5,4.6,5.5,Moderate,2023,2023-05
2023-05-18,Delhi,Delhi,144.9,77.8,94.8,14.4,5.5,3.31,Moderate,2023,2023-05
2023-05-19,Delhi,Delhi,187.9,79.8,153.2,34.9,13.3,8.91,Moderate,2023,2023-05
2023-05-20,Delhi,Delhi,148.4,67.4,96.5,21.0,8.4,5.09,Moderate,2023,2023-05
2023-05-21,Delhi,Delhi,142.2,66.1,125.3,24.8,6.5,8.04,Moderate,2023,2023-05
2023-05-22,Delhi,Delhi,153.0,71.2,115.1,29.5,11.3,3.69,Moderate,2023,2023-05
2023-05-23,Delhi,Delhi,163.1,77.3,125.8,22.9,6.5,8.86,Moderate,2023,2023-05
2023-05-24,Delhi,Delhi,176.2,103.3,149.7,23.4,10.7,4.66,Moderate,2023,2023-05
2023-05-25,Delhi,Delhi,166.5,90.2,103.5,27.2,6.9,4.11,Moderate,2023,2023-05
2023-05-26,Delhi,Delhi,177.4,89.3,109.0,16.0,5.5,4.72,Moderate,2023,2023-05
2023-05-27,Delhi,Delhi,176.1,104.6,113.9,21.6,6.2,5.09,Moderate,2023,2023-05
2023-05-28,Delhi,Delhi,209.6,92.0,120.1,26.6,8.7,6.03,Poor,2023,2023-05
2023-05-29,Delhi,Delhi,165.4,100.9,131.7,24.3,8.4,6.14,Moderate,2023,2023-05
2023-05-30,Delhi,Delhi,197.3,108.2,122.0,27.6,10.0,10.81,Moderate,2023,2023-05
2023-05-31,Delhi,Delhi,164.4,87.4,125.4,15.4,9.9,4.06,Moderate,2023,2023-05
2023-06-01,Delhi,Delhi,146.7,80.1,92.8,18.6,11.0,4.13,Moderate,2023,2023-06
2023-06-02,Delhi,Delhi,157.5,79.1,113.1,12.9,11.0,3.59,Moderate,2023,2023-06
